,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2020-09-25,4,"ゲストさん"" ","
","
","
","
","
","
","使用後は髪がツルツルになり、大満足していましたが、数日使用すると頭皮に湿疹ができてしまいました。　

裏面にあるコンディショナーを頭皮につけてマッサージする事は控えて、使用を続けてみようと思います。"
2020-09-23,5,"ゲストさん"" ","
","
","
","
","
","
","毎回使用しています。　

オーガニックに一番惹かれてます。"
2020-09-21,5,"ゲストさん"" ","
","
","
","
","
","
","配送が本当に早くて驚きました！　

シャンプーだけ使ってたのですが、　

今回はトリートメントも一緒に使いたくて両方頼みました！使うのが楽しみです！"
2020-09-21,5,"ゲストさん"" ","
","
","
","
","
",毎日のシャンプータイムが楽しみに,"抜け毛が気になり、ハリコシも若い頃に比べるとなくなってきたので色々試してきましたが。このシリーズが今のところダントツです。　

まず、香り。お気に入りのジョーマローンのイングリッシュペアの香りに似ていて、私にとって究極の癒し効果。　

シャンプーは、きめ細かい泡立ちでスッキリした洗い上がりでありながら髪がきしむこともありません。　

トリートメントは3〜5分ほどおいて洗い流してます。　

ロングヘアなので、アウトバスまでひとつに手ぐしでまとめてヘアクリップでまとめていますが、今まではそのときの抜け毛が凄かったのが格段に少なくなりました。指通りが良いからだと思います。　

ボトルデザインも好きです。　

定期購入制度は苦手ですが、少しお得に買えるので次回から定期にしようかな？と検討中。"
2020-09-20,5,"ゲストさん"" ","
","
","
","
","
","
","もう何度かリピートしてます！　

香りが好きです(^^)"
2020-09-19,4,"ゲストさん"" ","
","
","
","
","
","
",効果的な事はわかりませんが、さっぱりする気がします！
2020-09-15,3,"ゲストさん"" ","
","
","
","
","
","
","費用対効果は高くないと思います。　

香りは割と好きな方ですが、抜け毛の量は変わらず、髪艶は抑えられ、毛先の引っかかりが気になります。　

頭皮湿疹は落ち着きました。"
2020-09-15,3,"""haruponpoさん"" ",https://review.rakuten.co.jp/my/ZDcwMDk3ZWQyMjAyM2YxYw__/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
","スカルプDボーテからの切り替えです。　

シャンプーもトリートメントも問題なく使えます。リリーの香りがあまり好きではないです。好みが分かれそうな匂いです。"
2020-09-15,4,"""tantan catさん"" ",https://review.rakuten.co.jp/my/NWE0MjlhZjMwZGIwODAxOA__/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,良かった,"今まではスカルプDボーテボリュームタイプを使用していましたが、今回は以前から気になっていたこちらを注文　

ボリュームが出るのはやはりボリュームタイプの方ですが、手触りはこちらのがサラっとして艶が出るように思います　

香りは少し強く感じますが乾かせば気にならなくなります　

なかなか良かったです"
2020-09-14,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,リピーターです,"いつもお世話になっております。　

リピ商品です。　

早い発送と丁寧な梱包で、いつも安心して購入できます。ありがとうございます"
2020-09-13,4,"""ゆう62749756さん"" ",https://review.rakuten.co.jp/my/M2E1NTBiNDIwMzI0Yzc_/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,さっぱり,きしまず使い心地が良いです。洗い上がりもさっぱりで、ボトルのデザインもシンプルで選んで良かったと思います。
2020-09-12,3,"ゲストさん"" ","
","
","
","
","
","
",頭皮には良いのかも知れないけど、香りがあまり好きではなかった。
2020-09-10,5,"""たなとくろさん"" ",https://review.rakuten.co.jp/my/ZDBiMzZiNWNhNjM0MzA_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,"
",使いやすい,"頭皮が脂っぽく敏感肌です。　

さっぱりしますが、乾燥したりかゆくなったりすることはなく使いやすいです。コンディショナーは頭皮にもつけられ、刺激もないのでリピート購入しています。"
2020-09-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,汗蒸れの臭いが気になり購入,汗臭さが気になり購入しました。香りも使い心地もとても良いです。使い続けてみます。
2020-09-04,4,"""プヨ6730さん"" ",https://review.rakuten.co.jp/my/NzBkYTkzYTBiMjFkNTc_/1.0.0.1/,40代 女性,"
","
","
","
","はじめ、トリートメントを普通に毛先中心につけていたら、良さが全く感じられませんでした。　

説明をよく読み、地肌につけてマッサージをするようにしたら、髪の状態が変わりました。　

ツヤとコシが出て、うねりもなくなりました。　

正しい使用法は大事ですね。　

シャンプーも泡立ちがよく洗いやすいです。　

気になっていたにおいも無くなりました。"
2020-09-01,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","頭皮の油分もしっかり落ちる感じがします。　

買って良かったです。"
2020-08-31,1,"ゲストさん"" ","
","
","
","
","
","
","産後の抜け毛に。　

今までサロンのスキャルプシャンプー使っていましたが、コロナで行きにくくなったのでこちらを。　

買えた次の日からひどい抜け毛に悩まされて。　

しかも家族みんな。　

これは私たちには合ってない。　

小さいサンプルなど有れば、嬉しかったなー"
2020-08-30,4,"""楽130360さん"" ",https://review.rakuten.co.jp/my/MmFkNmNlMzljOGE4YWUxZQ__/1.0.0.1/,20代 女性,"
","
","
","
",2本目です。トリートメントを先に使い切ってしまったけれどリピ買いしました！
2020-08-26,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","こちらに変えて初日から、毛先がパサパサ、そしてうねるようになり、まとまらなくなりました。　

頭皮の臭いは他のメーカーのものに比べて抑えてくれる気がします☆　

ただ、総合的に考えて、価格も市販されてる商品にしては高めなのと、書かれている効果も実感できないのでリピートはしないです。　

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝　

レビューを追加します。　

2週間使い続けて、切れ毛、抜毛が減りました！　

ただパサつき等は未だ改善しないので、使い切るまでもう少し様子をみます。"
2020-08-25,4,"""ＫＡＩＫＯママさん"" ",https://review.rakuten.co.jp/my/MDgyYmJmZDY5YjljMmYxNA__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,リピート,"
","育毛の効果はイマイチわかりません　

オーガニックの言葉に惹かれて買いました。　

泡のたち方が自分好みで、洗いやすいです　

コスパも良いし。"
2020-08-24,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",トリートメントがこってりしているのでボトルのいれものではなくジャータイプかチューブの方が良いと思いました。
2020-08-22,4,"""ちょこたん5685さん"" ",https://review.rakuten.co.jp/my/NjJmNDI0NjJkOWM5M2UxZg__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,ムレ、痒み、抜毛が改善へ,"頭皮のムレが年々ひどく痒みもあり、さらに毛量は、昔から多い方でしたが髪を洗うたびに大量に抜けていく。このままでは、やばい&amp;#8252;と思いあれこれ良いシャンプーだと聞いては、購入したりしてました。しかし、どのメーカーも合わずシャンプー難民だったのがようやくここにたどりつきました。お値段もこれなら続けていけるように思います。　

使用して2週間で気がつけば洗髪時の抜毛は、減りました。ムレ、痒みもまだ少しあるものの以前より全然ましになりました。&amp;#128073;なので&amp;#11088;4つ。　

ポチして配送も2日後には、手元に届いたので　

スピーディーな対応で安心しました。"
2020-08-21,3,"""su-pu-leさん"" ",https://review.rakuten.co.jp/my/NmQ3YWMwN2E2OGQzYTYxYg__/1.0.0.1/,40代 女性,"
","
","
","
","髪の毛の痛みが気になり購入。　

肌が弱い方ですが痒みは出なかったです。　

使い心地は普通でした。　

悪くは無いけど髪の痛みが軽減されたかはあまり実感できませんでした。"
2020-08-19,5,"""koisi7155さん"" ",https://review.rakuten.co.jp/my/OTFhNzRiNTVjN2U4NzE_/1.0.0.1/,40代 女性,"
","
","
",頭皮のにおい悩みにぜひ！！,頭皮のにおいがすっきり完璧に落ちます。いろんなオーガニックのシャンプーを使いましたがこんなにすっきりするのは初めて。すごくいいです。リピートいたします。
2020-08-18,5,"""Asysmさん"" ",https://review.rakuten.co.jp/my/OTQwY2Q5MTk2MTQ4OTkxNA__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,"
",毛髪の抜け具合が少なく、痒みも減り、気がついたら頭を掻いているなんてことも減ったように思います。
2020-08-18,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,え？なんで？,っていうくらい、汗をかいた時の独特のモワッとした頭皮の嫌な匂いがしなくなりました。ここまで無くなると思って居なかったのでただただびっくりしています。今までの高いシャンプーは何だったんだろう・・・おかげさまで不快感がなくなってとても気持ちよく過ごして居ます。トリートメントもしっかり効きます（私はカラーリングによるダメージヘアなので毛先だけはアウトバスでスペシャルケアは必要ですが、ナチュラルな髪の人はこれだけで大丈夫なはず。）リピ絶対。
2020-08-17,4,"""RiКαさん"" ",https://review.rakuten.co.jp/my/MTNhODg2ODE0NzY1OTI_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,"
",いい香りがします！効果は分かりませんがコスパも良いのでリピしようと思います！
2020-08-16,5,"ゲストさん"" ","
","
","
","
","
","
",最近抜け毛が酷くてアンファーの別のシャンプーを使いましたが、あまり効果が感じられず、次はどうしようかと悩んでいた時に、アンファーオーガニックのこのシャンプーを見つけたので試すことにしました。心なしか抜け毛が減っているようで、頭皮のベタつきも感じないので、しばらく続けてみようと思います。
2020-08-16,5,"""odb.dkpさん"" ",https://review.rakuten.co.jp/my/YTdhZjVkZjkzZTI0MzUxNg__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,頭皮のニオイが気にならない,"リピーターです。　

夏の暑さで蒸れる頭皮も、嫌なニオイが無く、快適に過ごせています。　

職場の子達にも髪艶がいいと褒めてもらいました(^-^)vこれからも続けていきたいと思います！"
2020-08-16,4,"ゲストさん"" ","
","
","
","
","
","
",前回購入し 私の細い髪には とても良かったのでリピしました。香りも大好きです。トリートメントが少なくなるとポンプから出て来なくて使いにくいのが残念です。
2020-08-15,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","前回は、スカルプのピンクを買い、今回オーガニックを購入しました。　

ピンクよりトリートメントがしっとりしていて、　

香りもすごく好みでした!!　

泡立ちもピンクと変わらないので、またオーガニックリピさせていただきます!!"
2020-08-14,5,"""ニナコンさん"" ",https://review.rakuten.co.jp/my/ZWQ4YTVhMDYxMTA3OWE_/1.0.0.1/,30代 女性,"
","
","
","
","シャンプー難民でしたが、こちらを使い始めたら、かゆみもフケもでないようになりました。　

夫婦そろって肌に合っているので、今後も使い始めたいと思います。"
2020-08-13,4,"""シー☆チキンさん"" ",https://review.rakuten.co.jp/my/NzM3OTk2NzcyNWZmMjMxMg__/1.0.0.1/,50代 男性,実用品・普段使い,家族へ,リピート,ちょうどいい,一昨年あたりから頭皮の乾燥から痒みが気になりはじめ使い始めました。シャンプーもキシキシすることなくトリートメントするとさらに自然なしなやかさになります。女性用とありますが香りもきつくなく家族で使用中。快適です。
2020-08-12,5,"""meri90210さん"" ",https://review.rakuten.co.jp/my/NWY4YTIxM2UwN2EzODI_/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,"
","気になっていたのでセット販売のこちらを購入させて頂きました。　

シャンプーのテクスチャーというか、髪の指通りがなめらかで洗い流したあともコンディショナーを付けなくても大丈夫そうな感じなんですが、コンディショナーを付けて洗い流すと髪が硬くなる感じがします。　

私の髪が傷んでいるのでしょうか･･･　

シャンプーはまたリピートしたいです。"
2020-08-11,4,"ゲストさん"" ","
","
","
","
","
","
",まだ、2回しか使ってませんが髪がサラサラになり香りも良いです。
2020-08-11,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,地肌の痒みが治まり、髪に艶が出ました。,更年期女性です。抜け毛が多くて艶の無い髪でこれまで使っていたシャンプーで痒みが出るようになったので悩んで購入しました。指通りが良くひっかかりが無いので、シャンプー時の抜け毛を予防できているような気がしています。即効性を感じたのはびっくりするくらい髪に艶が出て、地肌の痒みが治まったことです。乾かした後の髪がナチュラルで清潔感のある香りがほのかにするところや、毛先までうるおいがあることも気に入りました。続けていけそうな価格なところも気に入りました。
2020-08-10,4,"""mama-diamondoさん"" ",https://review.rakuten.co.jp/my/N2RkZWRiNmI3YTgwN2Q_/1.0.0.1/,40代 女性,"
","
","
","
","お好みは分かれるかと思いますが、香りがとても好きです。　

シャンプー後に残るほどではないのですが、バスタイムに少し良い気分になります。　

洗っているときの指通りも良く、仕上がりもさらっとしてとても気に入ってきます。　

しばらく使い続けたいと思います。"
2020-08-09,4,"ゲストさん"" ","
","
","
","
","
","
",使用感が良くて、pairの香りも良かったです。
2020-08-08,4,"ゲストさん"" ","
","
","
","
","
","
","まだハッキリした効果はわからないけど、今のところ一番合ってる気がします。　

また買います。"
2020-08-08,5,"""zuuumamさん"" ",https://review.rakuten.co.jp/my/ZmQ2ZTMxYjNlNTA2YTcxZQ__/1.0.0.1/,40代 男性,"
","
","
","
","抜け毛が気になり使用させていただいています。　

香りも良く気に入っています。"
2020-08-07,4,"""さく。2525さん"" ",https://review.rakuten.co.jp/my/OTU4NTE1NjQwMDExYjc_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,リピート,"
","髪もサラサラとまとまるので、リピートしました。　

子供にも使ってます。　

コンディショナーが、まだだいぶ残っている状態でポンプから出てこなくなるのがストレス。　

チューブタイプにしてほしい。"
2020-08-06,4,"ゲストさん"" ","
","
","
","
","
","
","リピです。いつも注文しすぐに届きます。　

泡立ちも良く、しっとりするのでおすすめです。"
2020-08-04,2,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","サロン専売のアミノ酸系シャンプーで頭皮の痒みが出てしまいこちらを購入しました　

痒みは一回目でおさまりましたが、潤いが足りずパサパサで拡がりが出てまとまりません　

毛先も絡まるようになりました"
2020-07-30,3,"ゲストさん"" ","
","
","
","
","
","
","トリートメントが最後まで出しにくいです。　

かなり残ってても出てこないので最後まで綺麗に使い切るのが面倒でした…。"
2020-07-29,5,"""どらまま。さん"" ",https://review.rakuten.co.jp/my/YzYzN2U2MmY0YTVlMmY_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,やっと出会えた,色々なシャンプー、トリートメントを試してみましたがやっといい商品に出会えました。お値段も良心的だし、泡立ちやトリートメントの仕上がりも文句なしです。香りも気に入ってます。リピ確定です。
2020-07-29,4,"ゲストさん"" ","
","
","
","
","
","
","シャンプーだけでもツルツルになりました。くせ毛の乾燥毛なので、乾かすとちょっとパサつきますが、許容範囲です。　

スカルプシャンプーは初めてでしたが、頭皮がスッキリした気がします。"
2020-07-28,3,"""rieco0709さん"" ",https://review.rakuten.co.jp/my/YjIzYWNmNTY5NGFkMzYxYg__/1.0.0.1/,40代 女性,"
","
","
",サラサラ,"髪がツルツルサラサラな仕上がりになります。　

抜け毛予防を期待しての購入でしたが、使用開始から2週間、そちらはまだ効果を感じておりません。きしまず、髪に優しい感じがして香りも癒されます。"
2020-07-27,4,"""cmn3oさん"" ",https://review.rakuten.co.jp/my/YzE1ZDU0NDM2MmEyYTkxMA__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,"
","梱包も丁寧で安心できるストアだと思います。　

商品も値段は市販のものに比べると高めですが、私にはあってます。　

冬は乾燥、夏はベタつきにより痒みがあるタイプですが、８割ほど改善されました。　

いろいろな商品を試しましたが、リピートしてもいいと思える商品でした。　

人それぞれ合う合わないがあるとは思いますが、試して見る価値はあると思います。"
2020-07-26,5,"""ぽっぽ1212さん"" ",https://review.rakuten.co.jp/my/YjYyZTlmODU0MDVj/1.0.0.1/,60代 女性,実用品・普段使い,自分用,リピート,"
","髪の分け目が薄くなり色々なシャンプーを試した結果この商品にたどり着きました　

美容院で髪がしっかりして居ると褒められ、何となく毛の量も増えた様な感じです　

手触りも良く毛のつやもあり香りがとても好きです"
2020-07-26,5,"ゲストさん"" ","
","
","
","
","
","
","いつも買ってます。　

配送もはやくていいです。"
2020-07-26,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,コンディショナーボトルだけ改善希望,"他のものを使ってみても、結局これに戻ります。自分の髪質(柔らかい細い)にも合っているのか、ふわっとさらさらになります。　

ただ、コンディショナーが固めのテクスチャーのため最後の方はポンプで出ず、ボトルを振ってもなかなか出てこず、毎回指を突っ込んで必死です。この固さならチューブ式の方がいいです。そこだけ改善してもらえばずっと使いたいです。"
2020-07-26,5,"""さっち65868454さん"" ",https://review.rakuten.co.jp/my/ZjVjYTE4NzI4OWIwNzk_/1.0.0.1/,40代 女性,"
","
","
","
","シャンプーの指通りのよさに驚きました。　

ノンシリコンシャンプーはきしむイメージでしたので。　

洗いあがりもさらさらドライヤーをかけてもパサつきゼロでした。　

またリピします。"
2020-07-26,5,"ゲストさん"" ","
","
","
","
","
",抜け毛がなくなる,すごく使いやすく、自然な香りがいいです。また抜け毛が少ないのが気に入ってます
2020-07-25,4,"ゲストさん"" ","
","
","
","
","
","
",髪のぱさつきもなく、香りもよく使い心地はいいです。
2020-07-25,5,"""♪レバ刺し♪さん"" ",https://review.rakuten.co.jp/my/ZGI0ZGIxMWQwMGE1MjY_/1.0.0.1/,40代 女性,"
","
","
","
","リピートです。　

スカルプDより安く質も良いです。　

ドライヤーをかけるときにフケが出ていたのですが改善されました。髪の痛みも減ったと思います"
2020-07-23,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,リピート,リピ,"もう何度リピしているか…。　

香りも大好きです。"
2020-07-21,5,"ゲストさん"" ","
","
","
","
","
","
",何十年もフケに悩まされて、色んなシャンプーを試しました。髪を触らなくても、いつの間にか肩には大きなフケが落ちているので、濃い服はあまり着たく無いほどでしたが、これを使いだしてから、ほぼ気にならなくなりました。私には救世主です。
2020-07-20,4,"""danbo306さん"" ",https://review.rakuten.co.jp/my/ZDRiNGRhOGRhMmY2YmU_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,初めての購入です,"敏速な対応に感謝します。　

いまのところかゆみなどはありません。"
2020-07-20,4,"""nao-panda8449さん"" ",https://review.rakuten.co.jp/my/YTJiYzQ2YWE3OTUz/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
","よかった。この10年市販シャンプーは使わず、サロンシャンプー系を使い続けましたが、これがダントツ頭皮に良さそうです。汚れや臭い残りがない！さっぱり系です。　

抜け毛も多少少なくなり頭皮のストレスが宣伝文句通り軽減されたかも。コンディショナーが頭皮についても大丈夫、というのが良い　

星-1は、コンディショナーもさっぱり系で洗い上がりがパサつくので。乾かせばまぁまぁ。最後の方は出なくなりそうな、すこし粘着力のあるコンディショナーです。　

とりあえずリピートすると思います。"
2020-07-20,5,"ゲストさん"" ","
","
","
","
","
","
",同僚に勧められ購入。勧め通り抜け毛が減りボリュームが出たと思います。リピートしています。
2020-07-18,4,"""nagisa7427さん"" ",https://review.rakuten.co.jp/my/MGM1MjcwYjAyZmNkMzMxOA__/1.0.0.1/,20代 女性,実用品・普段使い,自分用,はじめて,変えてよかった,頭皮のかゆみがすごくて、高いシャンプー使ってたけど変えてみることにしました！まだ使って二週間くらいだけど痒みがなくなりました。香りも気に入ってます。
2020-07-17,4,"ゲストさん"" ","
","
","
","
","
","
",リピです。泡立ちも良く、しっとり感も満足しています。
2020-07-17,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",動物実験をしていないとの事で買ってみました。使い心地も良いし、香りも良いです。
2020-07-17,4,"ゲストさん"" ","
","
",実用品・普段使い,"
",リピート,"
","リピート２回目です。　

頭皮の臭いが気になり使い始めました！"
2020-07-15,4,"ゲストさん"" ","
","
","
","
","
","
",リピートしました。少し高いので、詰め替え用があれば助かります！
2020-07-13,3,"ゲストさん"" ","
","
","
","
","
","
","暑くなってきたから夕方には頭皮がベトベトする。　

年齢と共に髪が薄くなって　

少しは変わって欲しいけど　

変わりはないかな。　

今、3本目をつかってるけど、　

続けようか迷ってます。"
2020-07-13,2,"""kirari6639さん"" ",https://review.rakuten.co.jp/my/NjI2MTliMTg1NTE1NDMxMA__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,頭皮環境改善に…,"独特な匂いが私には少し苦手でした。　

少し痒みもありました。　

手触りは良かったです。　

ショップの対応も良かったです。"
2020-07-12,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,リピート,"
","ずっと使用しています。　

娘がパラベンアレルギーなので、パラベンフリーの物を色々試した中、こちらの商品に安定しました。香りもよく、髪の艶も良くなった気がします。"
2020-07-10,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",抜け毛も気になり始め、アンファーだから、良さそうだと思い、購入しました。髪は、サラサラになり、抜け毛も少なくなった気がします。これから、お世話になりたいと思います。
2020-07-06,2,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","口コミが良さそうなのとアンファーという名で購入してみました。1本弱使ってみてからの感想です。　

まず匂いですが良くもなく悪くもなく…といったとこでしょうか。使用感は少しバサつくような感じです。人によって合う合わないもあるのでしょうが、私には合わなかったようです。一番の？は抜け毛がすごく増えた事です。半分ほど使ってやっぱりおかしいと思い、前のシャンプーに戻したところ抜け毛もまたぐっと減りました。お値段も安くなかったので使いきってしまおうとまたこのシャンプーを使い始めた途端にまた抜け毛が増えるといった感じです。まだ少し残っていますが処分しようと思います。リピは絶対にないですね。これは完全に私個人の感想ですが参考までに。"
2020-07-05,5,"""モリコロ山さん"" ",https://review.rakuten.co.jp/my/ZTQ1ZTIyYzQ0YTkwYmM_/1.0.0.1/,40代 女性,"
","
","
","
",香りも良くて髪も柔らかく、指通りも良くなった気がします。お値段も以前の商品よりお手頃で購入しやすく感じます。ありがとうございました。
2020-07-02,3,"ゲストさん"" ","
","
","
","
","
","
",高い方を使っていましたが安さに釣られてこちらに浮気です。まだ使用していないので使用したら比較してレビューしたいと思います。
2020-07-01,4,"""SweetTea@姫さん"" ",https://review.rakuten.co.jp/my/NmM3YTBiNDFhZTYxNDY_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,満足です,"ルームクリップのクーポンを利用して購入しました。　

使用感はやや固めのテクスチャーでシャンプーの泡立てに少し手間がかかります。　

確かにその方が頭皮をマッサージする時間が作られるのでその部分を考えられているのかもしれませんね。　

トリートメントも固めです。どちらもポンプよりはチューブ型の方が出しやすそうな気がします。　

頭皮をマッサージするにはちょうど良い固さだと思います。　

香りは自分好みで良いです。　

使用感はお手入れのために丁寧に時間をかける感覚でしょうか。　

手軽に楽をする感じではありません。　

洗髪にある程度時間を取れる人に向いているように感じます。　

乾かした後の髪のまとまりも良くサラサラ感もあり滑らかでツヤ感も美しいです。　

頭皮も髪も乾燥感なく、私の感覚では丁度良い感じに思います。　

継続するかどうかは価格が私にとっては少し高価な部類になるので毎日使い続けるには厳しいです…そこがとても残念。"
2020-06-30,5,"""ニナコンさん"" ",https://review.rakuten.co.jp/my/ZWQ4YTVhMDYxMTA3OWE_/1.0.0.1/,30代 女性,"
","
","
","
",シャンプージプシーでしたが、こちらの商品に変えてから頭皮のかゆみがなくなりました。超敏感肌の夫も使用していますが、あきらかに抜け毛や頭皮のトラブルが減り、家族で使用できるところも大変満足しています。発送も早く、いつも助かっています。
2020-06-29,1,"""ママ220918さん"" ",https://review.rakuten.co.jp/my/N2ViOGE2NTJmYTJkYjc_/1.0.0.1/,30代 女性,"
","
","
",間違いがあったのか,喜んでもらえたけど、覚えがないけど相手方にまた商品が届いたらしく、自分の家に届いたわけじゃないから返品したりするのも面倒だし、送り先の方には月に2度も同じ商品が届いたようで困惑していた。
2020-06-25,5,"""ゆづリンさん"" ",https://review.rakuten.co.jp/my/Nzk2ZDE2ZTQ5ZmE1NDMxMw__/1.0.0.1/,40代 女性,実用品・普段使い,自分用,リピート,"
","産後の抜け毛が気になり…　

元々、髪質は細くて柔らかかったので抜け毛で余計気になり使い始めました。　

地肌もスッキリして香りも良い！　

少し髪質が変わって、ふんわりした感じで良いです。　

もう、コレしか使えない！"
2020-06-25,5,"""たらと友達さん"" ",https://review.rakuten.co.jp/my/MmM1ZjdlZGZmY2M3MjQxNg__/1.0.0.1/,40代 女性,"
","
","
",頭皮にやさしいジャンプー,使い心地がよく、３回目のリピートです。コンディショナーもよいです。近郊のお店には売ってないので、いつも購入させていただいています。
2020-06-24,4,"""nayemuybienさん"" ",https://review.rakuten.co.jp/my/Y2QwZGUyNGZmMGNiYWY_/1.0.0.1/,40代 女性,実用品・普段使い,自分用,はじめて,"
","トリートメントでも地肌のマッサージができるので気持ちよく使用させていただいています。　

何回もリピートしています。（ネットで購入するのは初めてです）　

たまにちょっと地肌がかゆいかなと思うこともありますが、季節的なことかなと思います。　

香りも私は好きです。"
2020-06-24,5,"""みみ色さん"" ",https://review.rakuten.co.jp/my/OTMyZDA5MDU4ZTExNmM_/1.0.0.1/,40代 女性,"
",自分用,"
",リピです,"髪がばさばさなのが少し落ち着きました。　

残量が分かるともっといいかな。"
2020-06-22,4,"ゲストさん"" ","
","
","
","
","
","
","産後の抜け毛が気になっていて、とりあえずこれから使ってみようと購入。抜け毛には正直あまり効果は感じられないですが、パサついて引っかかりやすい髪のストレスがちょっと軽減されたかな。　

もうちょっと使ってみたいと思います。　

匂いも自然なボタニカルのキツくないいい香りです。"
2020-06-22,5,"""ぴっぴっぴっ3608さん"" ",https://review.rakuten.co.jp/my/NThjNTRlZTViYjBhYTkxNA__/1.0.0.1/,40代 女性,"
","
","
","
",ボトルがシンプルで良いです。頭皮、髪に優しく、使い続けてみたいと思います。
