,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
日付,評価,名前,プロフィールURL,年代・性別,使い道,使う人,購入した回数,レビューのタイトル,レビューの本文
2020-05-02,4,"ゲストさん"" ","
","
","
","
","
","
",シャンプーは泡立ちよくとても使いやすく気に入りました。リンスは頭皮にしみる感じがして使いにくい印象ですが継続して使ってみます。お店の対応は迅速丁寧でとても良かったです。また利用したいです。
2020-03-16,4,"""anak5140さん"" ",https://review.rakuten.co.jp/my/YWRiMmE4YzU1NmE1M2MxMQ__/1.0.0.1/,20代 女性,実用品・普段使い,家族へ,はじめて,自然なイメージ,"母の代わりに購入しました。　

大容量で良いと思います。"
2020-01-03,3,"""あーちゃんラブのママさん"" ",https://review.rakuten.co.jp/my/MWNhZTJmODhhZDk2YWQxZg__/1.0.0.1/,30代 女性,実用品・普段使い,"
",はじめて,年配向け商品！？,"30代夫婦の私たちの髪にはきしきしする感覚が馴染めず合いませんでした。　

捨てるのももったいないと60代の父にあげたらむしろその感覚が気持ちよくてよいとのことで好評でした。"
2019-09-17,3,"""よしかずや4762さん"" ",https://review.rakuten.co.jp/my/OGEwNzYzZjAwZTMwN2UxNQ__/1.0.0.1/,50代 男性,実用品・普段使い,自分用,"
",使って一月,"多くのレビューに有るようにシャンプー後は髪がギシギシします。　

なのでリンスを、リンスは最初匂いが気になりましたが少し馴れました。　

ひげ剃り後の肌にはヒリヒリと刺激があります。　

57歳、短髪　

髪が伸びて来ると張りがなく寝癖も酷い状態でしたが、使い初めて一月髪に張りが出てきた様な気がします。　

しばらく使って再レビューします。"
2019-01-07,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","お風呂上がりの髪はバシバシになりますが、オイルを塗ったら問題ないです。　

香りは小学校で使ってるオレンジネットに入った固形石鹸そのものです。　

一度洗いで頭皮の臭いが取れてスッキリしますし、泡切れが非常に良く節水できて嬉しいです。そして頭皮の痒みが全く出ません。　

主人は抜け毛が減ったと喜んでいます。"
2018-08-09,3,"""wtajupさん"" ",https://review.rakuten.co.jp/my/ODVhNzQzMTIzNTZjNGYxZQ__/1.0.0.1/,20代 女性,実用品・普段使い,家族へ,リピート,よかったです,頭皮に良いときいたので何回もリピートしています！
2017-09-23,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,汗疱がマシに,手荒れが酷くシリコン、界面活性剤が入ってないシャンプーだったので購入。髪の毛がギシギシでビックリ。リンスもクエン酸で手がしみて痛かったです。手荒れがマシになってからも髪の毛はギシギシのままで、クエン酸リンスも意味があるのか？解らなかったですが、1ヶ月経って髪の毛の触り心地が良くなり我慢して使って良かったと思いました。手も髪の毛もトラブルなく過ごせているので買って良かったなぁ〜と思います。
2017-08-27,5,"""Ikiborさん"" ",https://review.rakuten.co.jp/my/OTQ5YTdmODA5ZjhiMzIxNg__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,キシキシしない！,"頭がかゆくなりやすいので、試しに購入。　

数週間ほど使っていますが、髪もサラサラだし、痒くなりにくい。　

シャンプーは色々と試してきましたが、どれも思ったようにならず、新商品が出れば買ってみるシャンプー難民になっていました。　

ようやくシャンプー探しの放浪の旅も終わりを迎えそうです。"
2017-06-14,3,"""ふくぞう8768さん"" ",https://review.rakuten.co.jp/my/MmNmOGUzMWE1Y2U4MjgxMg__/1.0.0.1/,50代 女性,"
","
","
",シャンプー＆リンス,"シャンプーは泡状で出てくるため大変使いやすいと思います　

リンスはサラサラの液体、化粧水のような感じで少し使いにくいと思った　

洗った後のキシキシ間はあるがシャンプーの化学物質が気になる方は良いと思う"
2017-03-06,5,"ゲストさん"" ","
","
","
","
","
",おすすめです☆,"シャンプーは泡で出てくるので使いやすいし、リンスをつけて少し待った後に洗い流せば、乾かした後もまとまりやすいです。　

髪が元気になったような気がします。"
2017-02-27,5,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,"
",肌のよわい子供に。キシミを心配してましたがふんわりとしあがりました。
2017-02-09,5,"""九星道さん"" ",https://review.rakuten.co.jp/my/OWZkMzU3M2RlMDY2/1.0.0.1/,40代 男性,実用品・普段使い,自分用,はじめて,薄毛にやさしいシャンプーに出会えた。,"薄毛に悩まされた中、今までは安物の合成リンスinシャンプーを使っていました。　

そうすれば抜け毛が目立ってしょうがないのです。　

そんな折に、出会ったのがシャボン玉石けんシャンプー。　

最初使ってみたら、脂分はしっかり落としてくれるが、髪質がゴワゴワします。　

アルカリ性になったためだと知り、さっそくリンスを使ってみました。　

リンスは弱酸性なので、荒れた指先に沁みてきました。　

水っぽいという評判はリンスにあったようです。　

これを広げて髪になじませて、お湯で洗い流したら、抜け毛がほとんど見当たりません。　

最低限の抜け毛だけで済みました。　

女性や子供にもお勧めできるので、このシャンプーを広く使ってほしいと思いまして、レビューを書かせていただきました。"
2016-11-20,5,"""マルマティさん"" ",https://review.rakuten.co.jp/my/ZTUyYmUzOGJmNzA2MzAxNg__/1.0.0.1/,30代 女性,"
","
","
",良いです☆,"顔も体もここ数年シャボン玉石けんを使用していて、シャンプーは初です。シャンプー後のキシミはリンスでしっかり無くすことが出来、するっとした指通りで満足しています。　

また買いたいと思います。"
2016-10-16,2,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,リンスがベタつくので、,"シャンプーの泡立ちは良いのですが、ギシつきが凄いです。それが良いのか悪いのかわかりません。　

リンスがすごく良く洗い流しても、髪を乾かしてもすごくべとつく感じが残ります。　

あと、リンスにエタノールが入っていてアルコールがダメなので困りました。"
2016-10-09,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,品物は使ってみてちょっとびっくり,"泡のシャンプーはとても良かったです。ただ洗い上がりがギシギシしますので、専用リンスを使わないとかなりきついかな。　

専用リンスはバシャバシャ飛び出ます。要注意です。　

それから傷口にしみます。弱酸性とのこと。けっこう痛いです。"
2016-09-28,4,"""S.N tennisさん"" ",https://review.rakuten.co.jp/my/MjkzMGU3OTkwOTc2MjkxOA__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,"
","普通のシャンプーだとかゆくなったりフケが出ていたので　

無添加のものを探し購入しました　

かゆみもフケもだいぶマシになったと思います"
2016-08-28,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","最初は、髪がギシギシしますが、リンスをして乾かすと　

サラサラ仕上がります。"
2015-11-15,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,無添加,"初めてシャンプーした時に、きしみがなく気に入りました。　

頭皮にも優しいようなので、今後も使用したいとおもいます。"
2015-11-10,5,"""しゅてるんきんとさん"" ",https://review.rakuten.co.jp/my/ZGYzY2RjN2ZiNTRlNTc_/1.0.0.1/,30代 女性,実用品・普段使い,自分用,はじめて,髪にいいみたいです,初めて使ってみました。洗い立ては、少しキシキシしてるようですが、ドライヤーで乾燥させた後は、サラッサラ。日中は髪に艶があってまとまっているように感じます。これからも、使い続けてみようと思います。
2015-11-03,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,泡立ちいい感じ,初めて購入しました。思ったよりキシキシしなかった、とてもいい商品でした。
2015-10-16,4,"""sakuramochi35さん"" ",https://review.rakuten.co.jp/my/YzQ4Njk2YWQzYjNiMmY_/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,アトピー体質の子どものシャンプーに,"アトピー体質の中学生の子ども用シャンプーにと、ネットで探していて「シャボン玉石けんのシャンプーとリンス」を見つけました。　

家族で使い始めて２週間ほどですが、子どもの頭のかゆみもなく本人も気に入っているようです。　

子どもが頭皮のかゆみに悩んでいたので買って良かったと思います＾＾　

デメリットはみなさんのレビューにもあるように、シャンプー、リンスともに水っぽいこと。手のひらの上にシャンプーを出そうと、勢いつけてポンプを押すと大変な事になります…。　

私も使っていますが、シャンプーの泡たちも良く泡切れもスッキリすること。　

リンスをした後の髪の毛が少しだけきしむ気がしますが、気になるほどではないです。　

頭皮の脂が気になる旦那も使っているので、家族全員で使えて便利に感じます。石鹸シャンプーで香りがないので、私は他のシャンプーに浮気するかもしれませんが、　

子どもと旦那用には、シャボン玉の無添加シャンプーをリピートしようかと思っています。　

※2015年11月16日追記　

シャボン玉石けんシャンプーを使って1か月半経ちました。　

髪の毛が変わったことは、髪の毛のハリがでたこと。寝癖がつきにくくなったこと。　

使い始め数日はシャンプー、リンスしてもゴワゴワした髪の毛も、まとまりが出てふわふわサラサラになりました＾＾　

使いきって気になるのは、シャンプーの水っぽさと、シャンプー1に対して、リンス3くらいの割合で使うのでリンスのコスパが悪いこと。　

リンスの成分はクエン酸と水なので、自分でクエン酸リンスを作って使っても良いかな？と思います。　

気になるのは抜け毛かな？私の髪の毛が伸びてきているから抜け毛が目立つのか、それとも石けんシャンプーのせいかわからないのですが、　

次回は別の石鹸シャンプーで抜け毛がどのくらいでるか試してみます。　

こちらの商品は詰め替えがあるので、機会があればりピートすると思います。"
2015-09-18,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,よかったです。,とても気に入りました。ぜひ、次も買いたいと思います。
2015-09-04,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","最近、髪がスゴく抜けて痛痒くなってきたので シャボン玉石けんのシャンプーを選んでみました。　

 まだ1日目ですが、髪はギシギシです（笑）　

続けてよくなるといいなぁと思っています。　

  商品は早く届きました！ありがとうございますー！　

なくなったらまたこちらで購入したいと思います♪"
2015-09-02,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,とても満足！！,とても満足しています。これからも利用します。
2015-09-02,3,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,優しい感じのせっけんです。,"においはちょっと残念ですが、肌には優しいかんじです。　

シャンプーは洗い終わったらゴワゴワになりリンスでしっとり落ち着く感じです。"
2015-08-25,4,"ゲストさん"" ","
","
",実用品・普段使い,子供へ,はじめて,予想以上に液体。,"シャンプーが液体なのは他の人のレビューでだいたい想像どおりでした。またキシキシ感も、想定内。　

ただリンスもあんなに液体で使ってもサラサラになったかもわかりません…でも余分な物が入っていないと思うと仕方ないのかな。と。　

子どものために購入したのでこのまま使い続けてみます。"
2015-08-05,4,"""みうゆう2384さん"" ",https://review.rakuten.co.jp/my/ZGVjMDdlOGNhNmVjMmYxOA__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,商品届きました,シャンプーだけですが、さっそく使用しました。市販のシャンプーよりも洗った後のさっぱり感が強く、さわやかでした。
2015-07-14,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,無題,"こどもが肌が弱いため購入しました。　

こどもにあうといいなぁ。"
2015-07-09,4,"""mutaraさん"" ",https://review.rakuten.co.jp/my/ODI0MjA5YTE1NjM4/1.0.0.1/,30代 女性,"
","
","
",泡立ち思ったよりいい,頭皮湿疹がひどくて、薬用シャンプーを使っても治らないので購入させて頂きました。石鹸シャンプーなのでパサつくのではないかと心配していましたが、使ってみると泡立ちもよくて、リンスを使用することで髪の毛もサラッとした感じになりました。頭皮湿疹については、続けて使用してみないと何とも言えませんので、またレビューしたいと思います。
2015-07-03,5,"""estima1107さん"" ",https://review.rakuten.co.jp/my/YzUwNGU4NGRlYjM2YWQ_/1.0.0.1/,40代 男性,実用品・普段使い,自分用,はじめて,商品が届きました,"まだ使ってはいませんが　

細かな気遣いを頂きありがとうございます。　

ｓｈｏｐ頑張ってください"
2015-06-10,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,"
",まだ１回めですが,"噂通り、シャンプーをすすぐ時のあまりのキシキシ感にうわぁ！となりました（苦笑）それでも、しっかりすすぎ、専用リンスをして、いつもどおりに乾かして・・・いつもと変わらない仕上がりです。キシキシ感はしょうがないと思います。これがノンシリコンってことなんだなって感じ。使い続けたら、無添加のよさもわかるのかと思います。　

ボトルのデザインは・・・まぁ・・・正直ダサいです　

商品名もシャボン玉坊や？もなくてもいいくらいですね"
2015-06-10,4,"""ふとママさん"" ",https://review.rakuten.co.jp/my/N2ZjNzVkNGQ5ZmQyYjU_/1.0.0.1/,40代 女性,実用品・普段使い,男性（彼、夫）へ,はじめて,主人の為,最近、シャボン玉石鹸がお気に入りで、シャンプーとリンスを使ってみたいと言ってたので注文しました。喜んで使っているみたいです
2015-06-07,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",体に優しいシャンプーを探してコレにたどり着きました。きしむ感じは少ししますが、シャボン玉石けんは体に害のないものしか入っていないと知り合いから聞いたので、これからも使いたいです。
2015-06-02,5,"ゲストさん"" ","
","
","
",自分用,"
","
","髪のきしみが気になりましたが、リンスのおかげでそれも解決しました。　

水っぽいので最初は若干使いづらいかもしれませんが、慣れると思います。　

おすすめです。"
2015-06-01,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,買ってみました！！,シャボン玉石鹸のｼｬﾝﾌﾟｰ、ﾘﾝｽが近くのﾄﾞﾗｯｸｽﾄｱに売ってなくて、送料込みで買えました！ﾎﾞﾃﾞｨｿｰﾌﾟも欲しいのでまた、購入したいと思います！手書きのﾒｯｾｰｼﾞも嬉しかったです。
2015-05-31,1,"ゲストさん"" ","
","
","
","
","
",髪がぎしぎし,"髪の毛を洗いましたが、髪がぎしぎししました。　

すぐにちがうシャンプーに変えました。"
2015-05-23,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",きしみは出ますが、ボリュームかんはすぐに出ました。きたい感もこめて星５です。
2015-04-22,4,"""きむさん42195さん"" ",https://review.rakuten.co.jp/my/NzYwNDM5ZWEyOGUzNmE_/1.0.0.1/,50代 女性,実用品・普段使い,自分用,はじめて,良い予感がします！,届いてすぐ一回使用してみました。シャンプーは思ってた以上に、泡立ちよく使い易いです。リンスは、もろ液状なので、多めに使いました。2、3分置くのを忘れてて、すぐ洗い流してしまいました。そのせいかはわかりませんが、乾かす時ちょっと髪が縺れて、焦りました。次回はちゃんと説明通り、時間を置いて流してみようと思います。今まで、色々地肌に優しいシャンプーを使ってみましたが、これはシャンプー後痒みがこずに、いい感じではと思ってます。
2015-04-14,3,"""simabuさん"" ",https://review.rakuten.co.jp/my/YmVlMzI5NWRjZjZi/1.0.0.1/,60代 男性,実用品・普段使い,自分用,はじめて,初めての体験,洗顔やシャンプーは石けんが一番良いと本に書いてあったので、石けんシャンプーを初めて使ってみました。やはりシャンプーはきしみます。ワンプッシュした時普通のシャンプーのように押してみたらあまりにも水のようにさらさらでびっくり。ついたくさん使ってしまいました。リンスをするときしみはあまりなくなります。髪と地肌のために慣れるまで頑張って使ってみようと思っています。
2015-04-11,5,"""matsu8686さん"" ",https://review.rakuten.co.jp/my/YmYwYTI1ZjIyNTQ0NDMxZg__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,"
","初めて購入しました。　

両親、そして友達のご両親がシャボン玉石鹸を使ってて、とにかく髪がふさふさ。　

主人がストレスもあって、髪に影響が出始めたので、主人用にと。　

私も使ってみましたが、シャンプーのキシキシ感はすごいのですが、専用のリンスで落ち着きます。　

タオルドライで、手触りもさわやかな感じに。　

翌日は、気のせいでしょうが、髪の盛り感につい髪を触ってしまってます。　

買ってよかったです。"
2015-04-10,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","初めて購入しました。　

泡立ちは良く無いですが、地肌の調子が良くなることを期待して使いたいと思います。"
2015-04-02,4,"""にゃもAさん"" ",https://review.rakuten.co.jp/my/MzViYTczYjlkYzI0OWM_/1.0.0.1/,20代 女性,実用品・普段使い,家族へ,はじめて,"
","今年の冬、頭皮湿疹が出来てしまい色々なシャンプーを使用しても改善しなかったため、シャボン玉石鹸を購入してみました。　

洗い上がりはギッシギシになりますが、乾かしてしばらくするとフワッと柔らかくなります。子供達も使用していますが、天子の輪(髪の輝き)がすごいです。　

まだ使用２日目のため頭皮湿疹への効果は分かりませんが、悪化はしていません。"
2015-03-22,5,"""ぶーりんママ6172さん"" ",https://review.rakuten.co.jp/my/ZmZkOWYyMWIxMzI2NDgxMg__/1.0.0.1/,40代 女性,実用品・普段使い,家族へ,はじめて,主人に！,"背中にニキビ的なものがあり、皮膚科でお薬を処方してもらってますが、なかなか治りが悪いようで…以前何かの本でシャンプーを変えたらいいと書いてあったのを思い出し早速、無添加シャボン玉シャンプーandリンスを購入しました。私も顔の端にニキビが出来やすく家族で使ってみました。泡立ちは気持ちいいぐらいなめらかで洗い流す時はかなりきしみます。でもリンスをしてドライヤーで乾かすとめちゃくちゃサラサラですコシも出ていい感じ。　

使い始めてまだ日が浅いので主人の背中ニキビは劇的な変化は見られませんが、お気に入りの様子です。痒みが薄くなっているようです。無くなり次第また注文するつもりです。"
2015-02-21,5,"""のりまるふうしゅうさん"" ",https://review.rakuten.co.jp/my/M2IzYmE2MjBmYmQ4YWQ_/1.0.0.1/,30代 女性,実用品・普段使い,家族へ,はじめて,"
",レビューを見て、シャンプー後のきしみがすごいとの事で気になって使ってみましたが、泡立ちもよく流すと確かにきしみが凄いですが、リンスをして乾かすとサラサラでコシもありふんわりとした仕上がりになるので大満足です。
2015-02-20,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,泡立たないが,"泡だてがヘタなのか、泡立ちません。　

きしみもあり、髪も絡まり　

香りも何とも言えませんが、不思議なことに　

ドライヤーをかけるとなぜか？サラサラの髪に〜　

お茶は美味しかったです。"
2015-02-19,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,"
",アトピーがあり、ふけもでていたため、肌に優しいものをと思って購入しました。シャンプーもリンスも液状なのには驚きましたが、使い続けてみたいと思います。
2015-02-05,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,到着しました,初めて利用ですが、痒みがでなければ、ﾘﾋﾟします〜。ありがとうございました。
2015-01-27,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,石けんシャンプー,"久しぶりに石けんシャンプーを使ってみましたが、冬の乾燥で傷んだ髪が改善されてきました。　

詰め替え用も買おうと思います。"
2015-01-25,5,"ゲストさん"" ","
","
","
","
","
","
",頭皮にも良いとお聞きしていますので、しっかり継続していきたいと思っています。
2015-01-13,4,"""マシュマロにゃんこママさん"" ",https://review.rakuten.co.jp/my/ZmZjNTg0NzRjMzQ5OGI_/1.0.0.1/,30代 女性,"
","
","
","
",石鹸なのでやっぱりキシキシします。髪が長く傷んでいるため、余計洗いにくく３日で普通のシャンプーに戻してしまいました＞＜一番欲しがっていた旦那は毎日使ってすっきりすると大満足。息子も使っているようで、天使の輪がくっきりです＾＾短い髪の方にはいいかもしれませんね＾＾ちなみに、使っていた３日間は洗面器にリンスを入れて、その中に髪を入れて頭皮から毛先までまんべんなく行き届くようにしていました。
2014-12-17,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,良い店舗様です,"いい商品をお送りくださいました。　

店舗様の対応もよろしかったです。"
2014-12-15,5,"""coolmoonさん"" ",https://review.rakuten.co.jp/my/ZTY5ZTEwZDljZWI3MmM_/1.0.0.1/,40代 男性,実用品・普段使い,家族へ,はじめて,"
",自分で使ってないのですが、聞いた感じでは良い感じです。
2014-11-28,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,お気に入りです,"2歳になる娘と一緒に使っています！　

合成のシャンプーに比べると、洗い上がりの髪の毛がきしみすが、リンスをすれば問題ありません。　

においも多少はありますが、気にするほどではありませんでした。　

泡立ちもよく使いやすいです。　

私が今まで使ったせっけんシャンプーの中では一番洗い上がりもよく、使いやすいと思います！　

何より、スキンケアを色々と変えても改善されなかった肌荒れが全くなくなりました。私の場合は合成のシャンプー、リンスが原因だったようです。　

今のところ気に入っているので、リピすると思います。"
2014-11-26,4,"""Burari246さん"" ",https://review.rakuten.co.jp/my/M2ZlYjM1YjE5NTRiM2QxNw__/1.0.0.1/,30代 男性,実用品・普段使い,自分用,はじめて,思ったより良かったです。,"元来自分は石けんで髪を洗ってゴワゴワになってもへっちゃらな人間なので、多少ゴワゴワになるぐらい覚悟の上でしたが、シャンプーは洗ってるあいだ多少きしむていど、リンスを使うと…気持ち指通りが滑らかになるかな？　

自分の髪にとって良いだけじゃなく、環境にとっても良い訳ですから、自分はそれに慣れるだけです。"
2014-11-24,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",小さめボトルもいい感じでした。おまけに頂いたお茶はとっても美味しく頂きました！どうもありがとうございました☆
2014-11-21,3,"ゲストさん"" ","
","
","
","
","
",せっけんシャンプー,シャンプーとリンスがシャビシャビすぎて使いにくいけど洗い上がりはさっぱりとしてていい感じです。もうしばらく使ってみます。
2014-11-08,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","シャンプーは、きしみが半端ないですが、リンスをすると気になりません。　

頭皮の脂が酷く、何回もシャンプーを変えてきましたが、これで最後になりたいです。　

まだ二回ですが、今のところいい感じです。"
2014-10-30,5,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
",昨日届いてまだ使っていないのですが、シャボン玉せっけんの商品は環境に配慮して作ってあるので、以前から使ってみたいと思っていました。やっと購入出来て満足です。実際に使用してから再度レビューを書かせていただきます。
2014-10-24,4,"ゲストさん"" ","
","
",実用品・普段使い,家族へ,はじめて,きしきしするけど、、、,"リンスを使えば問題ないし、なんかコシが、出た気がする！！　

子供たちには無添加だから安心だし、シャンプー後のきしきしは、徐々に減っていけば☆5つにしまーす！"
2014-10-21,3,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,"
","髪のまとまりが良くなったように思います。　

抜け毛が改善されるのを期待していたのですが、まだ効果はでてないです。　

軋みますが、リンスで大分補えます。"
2014-10-19,5,"""ｘｔｍｈｗさん"" ",https://review.rakuten.co.jp/my/MTAzZjM2MDA5Njg1MzkxOQ__/1.0.0.1/,70代以上 男性,"
","
","
",こけい石鹸から乗り換へ,"固形石鹸をつかっていましたが　

液体のほうが使いやすそうですのでかえました　

同じ会社の品物なので　

安心しています、こどものころからつかつて　

いるので満足しています"
2014-10-18,3,"ゲストさん"" ","
","
","
","
","
","
","使ってみたら、良かった☆　

でも、リンスは必ず使った方が　

絶対にいいと思う。"
2014-10-13,4,"ゲストさん"" ","
","
",実用品・普段使い,自分用,はじめて,個人差あり？,"使用して１ヶ月あまり経過しての感想です。　

合成シャンプー・リンスに比べて髪のためにも、また生活排水による環境汚染のためにもよいと聞いて購入しましたが、ネット上では賛否両論あるようです。　

個人的には、使用直後から髪にハリとコシが出て、洗い上がりもスッキリするので気に入りました。　

せっけんシャンプー・リンスに慣れた頃に合成シャンプー・リンスを使用したことがあるのですが、頭皮を強くこすりすぎたような不快感や痛みがありました。　

それだけ、合成シャンプー・リンスが頭皮に及ぼす刺激が強いということでしょうか。　

使い始めは確かに少しキシむ感じがしますが、思ったほどではありませんでした。　

ただリンスは、一般的な合成リンスと比べて使いにくい感じがします。　

「水？」という感じで、伸びもあまりよくありません。　

しかし、せっけんシャンプーを使用した後には、アルカリ性に傾いた髪を中和させるため専用のリンスの使用が不可欠らしいので、使用しないわけにはいかないようです。　

（酸性の液体ならば、このリンスでなくてもよいとも聞きますが）　

使用感や髪のまとまりなどを重視する方にはあまりお勧めできませんが、ハリやコシを求める方、サッパリとした洗いごこちを求める方にはいいと思います。　

また、この商品を購入した際、おまけとして「ごぼう茶」をいただいたのですが、一度試してみたいと思っていたので嬉しかったです。"
